Time/Frame,X7,Y7,X11,Y11,X13,Y13,X15,Y15,X23,Y23,X25,Y25,X27,Y27,Arm Angle,Leg Angle,Shoulder Angle,Hip Angle,Label
data/wrong/frame/0001/frame_0.jpg,322.5812315940857,525.6303024291992,365.7811689376831,610.2758026123047,434.5142984390259,700.3449249267578,338.6331796646118,731.5146636962891,371.3611936569214,814.6078491210938,320.08918046951294,962.113037109375,362.37600803375244,1110.4115295410156,70.66087968517269,144.9174962537234,154.52619178596638,176.69586737219214,0
data/wrong/frame/0001/frame_1.jpg,312.0451068878174,499.3201446533203,326.85744524002075,577.2637176513672,361.90552711486816,677.1742248535156,302.78079986572266,675.2704620361328,374.56658363342285,799.8246765136719,425.6538248062134,952.6798248291016,526.2316417694092,1071.7131042480469,68.82516198886547,158.2843361597981,178.66107225113208,162.94537231806058,0
data/wrong/frame/0001/frame_2.jpg,310.5778741836548,523.8227081298828,328.3715844154358,602.7317047119141,385.5378484725952,692.5611877441406,305.9285545349121,719.2910766601562,358.30602407455444,813.5938262939453,334.8876357078552,986.1753845214844,499.37049865722656,993.5440063476562,76.08804590192915,84.83753216005199,175.37237969403455,149.9866433656038,0
data/wrong/frame/0001/frame_3.jpg,301.2658667564392,491.15806579589844,353.34558963775635,566.5789031982422,439.77898120880127,645.7341003417969,349.5256304740906,682.9115295410156,359.1604685783386,784.9627685546875,256.51546239852905,911.5432739257812,307.6354694366455,1063.0891418457031,64.87115947412553,122.32069727355208,146.89932719709816,167.97926966027953,0
data/wrong/frame/0002/frame_0.jpg,294.78084325790405,512.2417068481445,350.0748610496521,595.1721954345703,421.9635343551636,684.4439697265625,325.90622663497925,719.4477081298828,355.290470123291,803.8749694824219,291.85431718826294,949.4431304931641,317.60717153549194,1102.3939514160156,71.17822132147,146.89579558814853,147.73813066009203,171.37381055090566,0
data/wrong/frame/0002/frame_1.jpg,285.1364994049072,486.32484436035156,304.0486693382263,562.675895690918,341.65087938308716,665.7625579833984,275.72482109069824,662.4050140380859,350.26662826538086,785.9920501708984,397.8469133377075,946.5996551513672,490.72065353393555,1065.472640991211,67.04440255757635,158.50201986062226,177.78080708688037,165.0109774722662,0
data/wrong/frame/0002/frame_2.jpg,284.72788095474243,495.3416442871094,296.9769501686096,567.9888153076172,353.77821922302246,666.2070465087891,267.4875211715698,680.1473999023438,331.5031385421753,787.7723693847656,347.1695351600647,960.3041076660156,504.9250316619873,993.8599395751953,69.13538343403798,107.19669221146545,179.3570875433426,148.84725233411464,0
data/wrong/frame/0002/frame_3.jpg,283.3083701133728,495.71983337402344,330.31770944595337,569.3344879150391,407.6437997817993,658.8323211669922,318.0790042877197,694.9629974365234,339.39855337142944,788.2910919189453,225.33203601837158,916.7601776123047,328.9982557296753,1039.278335571289,71.1422773241552,98.16287921405885,149.81312165632121,175.25227879341173,0
data/wrong/frame/0002/frame_4.jpg,285.8881187438965,488.8468933105469,340.7958984375,567.220344543457,418.3600187301636,652.703857421875,326.01452350616455,691.2911987304688,333.6745047569275,786.9924926757812,260.950870513916,929.7974395751953,245.61500787734985,1093.695297241211,70.45875112724877,158.35804290050427,143.12930174491547,165.83627980282634,0
data/wrong/frame/0003/frame_0.jpg,289.03220415115356,366.3401794433594,336.4882707595825,453.8962936401367,405.5526638031006,553.8640213012695,307.75232791900635,589.4005584716797,337.5986409187317,674.6446228027344,278.1641936302185,828.9817047119141,312.68506050109863,986.3017272949219,75.32970948493102,146.56224070808997,151.83017404722676,175.14135043188074,0
data/wrong/frame/0003/frame_1.jpg,278.97823333740234,340.7110595703125,295.1763081550598,424.3177032470703,331.8468689918518,535.0749969482422,259.48971033096313,525.4602813720703,337.16922998428345,664.0188598632812,384.98218059539795,823.9722442626953,494.6989917755127,945.1498413085938,64.11180165353097,154.48398232219645,178.97200664515213,160.672950322561,0
